User,Location,Text
Carlos33453,,"#ParoNacional29A
#ParoNacional28 
#ParoNacional30A 
#Colombia #Mexico #Latinoamerica #Ecuador #Argentina #Chile… https://t.co/tXNysnV07o"
L0VEMAZZE,Colombia ,"LOS VERDADEROS VANDALOS SON LOS TOMBOS, NO EL PUEBLO❗

#ElParoNoLoParaNadie
#ElParoContinua29A… https://t.co/WyGCn8bhC9"
Shine_Anahi,Colombia,Me voy a desconectar hasta mañana mi mente me exige que me aleje un ratito de ver tanta violencia… https://t.co/cpleQ3BeNY
UnaMapuMas,"Bucaramanga, Colombia","‼️GENTE‼️
El ESMAD ca hacia SOTO MAYOR 
#ParoNacional29A 
#Bucaramanga"
_Ralito,Venezuela ,"En #Colombia:  imagen del día, para que la conserve en su cerebro: COLOMBIA RESISTE!!! 🦾🔥🔥

#DuqueRetireLaReformaYa… https://t.co/G0YCoZGdle"
Light2379471120,,"Un pueblo sin plata, sin comida y sin vacunas, ya no tenemos nada que perder QUE TIEMBLE LA REFORMA Y QUE TIEMBLE DUQUE #ParoNacional29A"
jeison_0213,,@PapelPeriodicoJ Señor presidente @IvanDuque  no todos son desmanes y desastres como se muestra en algunos medios d… https://t.co/74WwFDbqXT
aliitorres12,"Neiva, Colombia","Segundo día de protesta ¡Viva el paro Nacional!
Pitalito - Huila.
#ParoNacional29A https://t.co/JlY4WAd6VV"
iAlejandroCh,"Chía, Colombia",ÍDOLA #NoALaReformaTributaria #ParoNacional29A #Paro29A https://t.co/7Qi9uY1XRu
JUANCAELBROKY,Colombia,"Siguen hostigamientos de Policia, el ESMAD y GOES, en Cali reprimen a manifestantes, dejando personas heridas y det… https://t.co/5yN3cv7YGq"
AREPAENVENENADA,,"LXS COLOMBIANXS SOMOS BERRACOS HP, NONOS VAMOS A DEJAR DE LA POLICIA NI DEL GOBIERNOOOOOOOOO 
#29Abril #ParoNacional29A"
CherryShury,,"#NoALaReformaTributaria #SigueElParo #ParoIndefinido #ChaoDuque #Colombia #Paro29A #ParoNacional29A 

EL PUEBLO NO… https://t.co/2GfUZ1r783"
DeiAparicio,colombia,Señores @ClaroColombia se están prestando para junto con la @PoliciaColombia infiltrar las movilizaciones? . Con ra… https://t.co/vIowHEuBZq
DpNataly,,"No murió, lo mató la policía por exceso de fuerza #ParoNacional29A https://t.co/gmUz0NZsX2"
stateofghstin,,"DIFUNDAN PARA ESTÁ NOCHE

#NoALaReformaTributaria
#ParoNacional29A
#NoALaReformaTributaria
#ParoNacional29A https://t.co/WuANJh9Gt6"
gloriacevedogom,Valledupar. País Vallenato!,"Para estos delincuentes que #ParoNacional29A
#ReformaTributaria2021 
#ReformaTributaria 
#DuqueRetireLaReformaYa https://t.co/HxAs1ZKMpL"
Teusaradio,Bogotá,"Arrancó cacerolazos, segundo día del Paro Nacional. En este momento los vecinos y vecinas del Barrio María Cano, Ci… https://t.co/dBK83DV0AU"
xwallsflicker,novia de Taylor fetus,"⚠️⚠️⚠️DIFUNDIR⚠️⚠️⚠️

LOS ESTUDIANTES DE LA UNIVERSIDAD DE TOLIMA EN IBAGUE SE VIERON ABATIDOS POR LOS DE EL SMAD L… https://t.co/vQS6pnWkt1"
vero_mejia223,,"@kathewsh DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER

#ElParoNoLoParaNadie
#ParoNacional29A"
_Eliza_V_,,Sigan pensando que los buenos son los de verde #ParoNacional29A https://t.co/MBXuy5mxHQ
AlvinGuerra8,,Recierdan cuándo en venezuela la policia le disparaba a la gente en protestas y los noticieros colombianos daban no… https://t.co/SD33WN6GZt
EwardVS,Moe's Cavern (Facatativà),#ParoNacional29A  #NoALaReformaTributaria  @hrw  @hrw_espanol  esto pasa en Colombia S.O.S https://t.co/zTNXchrSeG
Loraine_F_,,@jarizabaletaf Lo mismo deberíamos hacer con el palacio de justicia y la casa de Nariño para que les duela a los qu… https://t.co/OUKXwAzYmD
Barreja,Barrancabermeja,En Barrancabermeja el #ParoNacional29A está vivo!!! MARCHA Y SE MUEVE!!! https://t.co/chZLZfUc7T
bangtanisIove,₍ ✨ ₎ 𝒕𝒐 방탄소년단 : 𝗂𝗇 𝗍𝗁𝗂𝗌 𝗺𝗶𝗸𝗿𝗼𝗸𝗼𝘀𝗺𝗼𝘀 𝗂'𝗅𝗅 𝗆𝖺𝗄𝖾 𝗒𝗈𝗎 𝗆𝗒 𝗵𝗼𝗺𝗲,EN SERIO QUE CON QUE CARA PUEDEN DECIR QUE LA “AUTORIDAD” MERECE RESPETO CUANDO SON LOS MISMOS QUE ESTÁN ATACANDO S… https://t.co/nwfJk4N1dy
koogiegie,𝒔𝒉𝒆/𝒉𝒆𝒓 ♡° ,"@namulavigne DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU R… https://t.co/3PvNvAe6ri"
FranciscoHeli09,Bolivia caldas ,"#ParoNacional29A 
No sean así gonorreas!!! https://t.co/UNtt3ivT7O"
25danilive,,El hilo que estoy haciendo (tanto del 28A como del 29A) es con el fin de demostrar la porquería de fuerza pública q… https://t.co/Kx4Qn86xhl
insidenaruto,"Barranquilla, she/her","DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER

#ElParoNoLoParaNadie
#ParoNacional29A https://t.co/s9ldwIQF91"
Marian1020c,Colombia,"Difundir por favor!
#ParoNacional29A #ParoNacionalIndefinido #Paro29A #Medellin @QuinteroCalle https://t.co/ChikhBQcar"
m_zulenny,,"No nos dejan trabajar, pero si nos quieres obligar a pagar. 
#ParoNacional29A"
camila_vanegas1,"Bogotá, D.C., Colombia","Dejemos de darle importancia a lo no importante, que si J Balvin, que si Maluma, que si este influencer o famoso se… https://t.co/LIcC26Xi2X"
ADNeandertal,"Bogotá, D.C., Colombia","""Dios ha muerto"" Federick Nietzsche 
""Uribe es dios"" Enrique Pardo Haschen
""Uribe, aquel dios, ha muerto"" Reforma T… https://t.co/M3MRK9Pziv"
mariafernandpr,"Cali, Colombia",Gomeliando bajo la lluvia ✊🏾✊🏾✊🏾 #NoALaReformaTributaria #ParoNacional29A #Paro29A #PraderaValle https://t.co/mn4syIw5Up
jhoanguzmanh,,"Los vándalos del pais! (Entre esos fajardo con hidroituango) #ParoNacional29A 
#NoALaReformaTributaria https://t.co/yTHKUNjQT9"
UnaMapuMas,"Bucaramanga, Colombia","‼️GENTE‼️
Por toda la 33 desde la 56 hasta el viaducto está el ESMAD gaseado y golpeando peatones 
#ParoNacional29A 
#Bucaramanga"
COLOMBIAXUNIDA,,"PARA LO ÚNICO QUE SIRVIÓ LA POLICÍA EN LA MARCHA FUE PARA 
A G R E D I R  A L  P U E B L O 
#ElParoNoLoParaNadie… https://t.co/olahoTsQHt"
StebanVizcaya,Colombia,Me alegra saber que cedió a la presión ciudadana. Y no lo agradezco es su deber. Su chantaje no se olvida… https://t.co/6cAXciqS8n
branherrera17,"Cali, Colombia","Desde Cali, un pueblo alzado en odio y desesperación, hoy quiero decirle a #Colombia: LUCHEMOS POR NUESTRA LIBERTAD… https://t.co/P1tZ6YnMJR"
WALMART50,"BOGOTA, Colombia","#ParoNacional29A
En este momento debemos avanzar, con la retoma de nuestro país el cual es desangrado por corruptos"
AngieSlimGr,"Bogotá, Colombia",@AndresinL14 @AlvaroUribeVel Malparido se dió cuenta que lo estaban grabando y ahí si disparo al suelo… https://t.co/0sqIwJ5I9K
SandraComunes,"Bogotá, D.C., Colombia","Tal es la desconexión de este Gobierno con la realidad del país, que le dieron vía libre a la Fuerza Pública para a… https://t.co/qy4anUcorF"
periodispublico,"Soacha, Colombia","🚨| Colapsada la #movilidad en el sector de Terreros en Soacha. 
#AEstaHora se presenta un trancon monumental ocasio… https://t.co/hUIvMT26Cj"
Fern4ndoBN,,"#ParoNacional29A Gobierno Prepotente, Mediocre, Ciego, Sordo y Desocupado. . que busca responsables y no se respons… https://t.co/juy34BKD4V"
bravejusth,She/her    Harry⚘ 5sos⡱ Bts♡̷̷,"DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A… https://t.co/Dn9JbXPtJS"
hobi3_27,O NOS UNIMOS O NOS HUNDIMOS,"@namulavigne DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU R… https://t.co/RgUKAJGBEy"
miguelantonio95,"Valle del Cauca, Colombia","#ParoNacional29A ""Dónde Buenaventura se pare duro y apriete en este paro, la Ref. Tributaria cae.
Si Buenaventura e… https://t.co/lKm6hMWTFu"
Dayis_Jaramillo,Colombia,Gobierno opresor y asesino #ColombiaSeRespeta #ParoNacional29A #ParoNacionalIndefinido #ADuqueLeDigo asesino https://t.co/zLOqNPiRL8
mafeovla,,"Un pueblo sin plata, un pueblo sin comida, un pueblo sin vacunas. El Gobierno sigue matando. 
#ElParoNoLoParaNadie #Paro29A #ParoNacional29A"
Lechona_is_love,,"AH PERO EL HPTA NOTICIERO NO MUESTRA ESTO!!... VENDIDOS!!DUQUE Y SU REFORMA VAN A CAER!!🇨🇴

#ParoNacional29A… https://t.co/KkDW9U0s7w"
LatiaRoxxan,Cali,Así fue hoy #ParoNacional29A se sigue... Resistencia. Resistencia. Resistencia https://t.co/iufcCs1sFM
_Ralito,Venezuela ,"En #Colombia: Ocurrió esta tarde en la ciudad de Medellín, grave violación a los derechos humanos @CIDH 

DIFUNDAN… https://t.co/1rjKYJKW2W"
kathewsh,,"DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER

#ElParoNoLoParaNadie
#ParoNacional29A"
ocean94girl,,"Usan Chantaje de dejar a Cali sin vacunas por estar protestando,  alegando que por seguridad no transportan vacunas… https://t.co/6CciDUr2kM"
JuanGui_RMCF,Colombia,"#ParoNacional29A
@Residente | Calle 13 pronuciandose sobre la Reforma Tributaria otro extranjero que le importa Col… https://t.co/BRxwFaW4Ln"
CristianHw5,Bogotá - Colombia.,Cali hermoso ❤️ #ParoNacional29A
AHxb,"Bogotá, D.C., Colombia","#ParoNacional29A qué bien por el pueblo caleño, me siento orgulloso de ellos, ojalá el resto del país aprendamos."
bangtanistax,,"@swnavv DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORM… https://t.co/4WNlNqKO7y"
deutscher_fi,"Köln, Deutschland","Caleños, vallecaucanos, hay que votar duro por Petro para sacar a patadas toda esta partida de imbéciles. Nos estan… https://t.co/z7LjNxmmPl"
Bunny_MyTimeJk,🐰,"Este gobierno es una mierda, las personas que se supone deberían protegernos abusan de su poder de una forma irrele… https://t.co/zdPZihVQkT"
johnferrin1025,allá donde haya un balón ,Se va a resistir los días que sean necesarios. @AlexLopezMaya @intiasprilla @marthaperaltae @petrogustavo… https://t.co/tDPouAgZVt
LXRCOL,,"@namulavigne DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU R… https://t.co/c5jmh0QjbM"
FranciscoHeli09,Bolivia caldas ,Como quieren que no odiemos a la policía y al Smad? si son unos asesinos hijueputas. Me duele ver todo lo que están… https://t.co/P9hk3PrZeF
isless45,,"¡vamos con el paro!
Colombia unida✊
We have to fight for our future!#ParoNacional30A
#ParoNacional29A… https://t.co/3d2Kg0uzrL"
Alexand_ll,,"Y así RCN, Caracol, CityTV, Semana, el tiempo etc 
#ParoNacionalIndefinido #ParoNacional29A #NoALaReformaTributaria… https://t.co/MckjiOAS05"
Light2379471120,,En neiva ya estan en las calles?#ParoNacional29A
estebanosoriop6,"Bucaramanga, Colombia","DIFUNDIR‼️
#Cacerolazo29A CACEROLAZO POR COLOMBIA 🇨🇴💛💙❤️.
ESTA NOCHE A LAS 8PM. 
CACEROLAZO POR NUESTROS DERECHOS,… https://t.co/xRTBwi3vX5"
cristhi_14,"Barranquilla, Colombia","No sé que está peor en Colombia, si el presidente o la gente que aún lo sigue y cree en él.
#ParoNacional29A #ElParoNoLoParaNadie"
Light2379471120,,LA POLICÍA NOS ESTA MANTANDO! ESTAN ATENTANDO CONTRA LOS DERECHOS HUMANOS #ParoNacional29A
sandritag20,Bogotá D.C. -Colombia,Se tenía que decir y se dijo!!!    #Paro29A #ParoNacional29A #Uribe #ParoNacionalIndefinido https://t.co/5X7NfZdyFO
Leydani22,Tu corazón ,"SI LOS HIJUEPUT4S NO LES DUELE ATACAR AL PUEBLO, PORQUE AL PUEBLO LE VA A DOLER UNA PUTA PARED?  
 #ParoNacional29A"
bangtaekon,Colombia papa,"DIFUNDAN LA INFO DE LA MUCHCACHA  #ParoNacional29A
#Paro29A #NoALaReformaTributaria https://t.co/HlxnUV03Bx"
_Ralito,Venezuela ,En #Colombia: Policía en Cali está disparando y golpeando a manifestantes y defensores y defensoras de  DDHH @CIDH… https://t.co/5OXCIyVX0x
MoratTuPapa28,LP1,"@fuckmekhea DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU RE… https://t.co/7SItEkWC8c"
sweetxzayn,niall♡,"#Colombia #ParoNacional29A
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAE… https://t.co/Vq52kgtwCO"
ATODORITMO98,Escoltando al CDLM,"MAÑANA SEA COMO SEA, LLEGO A RESISTIR.
#ParoNacional29A #NoALaReformaTributaria  #ParoNacionalIndefinido"
DylanLizarazo1,"Bogotá, D.C., Colombia",#ParoNacional29A COLOMBIA RESISTE 🔥🇨🇴🔥 https://t.co/KOUEQKHJM1
littlesunstorm,Sáquenme de Polombia,CERDOSSSSS #ParoNacional29A https://t.co/7Z6QZTRRbQ
Im_banditouwu,"Cali, Colombia",Difundir y rotar masivamente para que no nos vean la cara de estúpidos rotenla y etiqueten a todo el mundo… https://t.co/Bt1bFNsmdw
paopao_Mateus,,¿En donde hay disturbios ahorita por las americas? hay mucha tanqueta dirigiendose a los portales #paronacional… https://t.co/T9zrqx7Md1
bangtanistax,,"DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A… https://t.co/TfVoAyADbT"
Leydani22,Tu corazón ,"PARCE, QUE PENSARAN LAS FAMILIAS DE ESOS HIJUEPUT4S  
 #ParoNacional29A"
bangtanistax,,"@Louxrainberry DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU… https://t.co/iKQIZIGCLf"
campesinocol1,"Bogotá, D.C., Colombia",#Paro29A Según el DANE unas 21.021.564 de personas estamos en la pobreza lo que equivale al 42.5% de la población Y… https://t.co/WST424bTGC
dearlynic,Colombia,"NO MÁS VIOLENCIA POLICIAL
#ElParoNoLoParaNadie
#ElParoContinua29A
#DuqueRetireLaReformaYa 
#ParoNacional29A https://t.co/0ot7FQe274"
stefaftcacher,¹⁴ ⁰⁹ ²⁰ 🖇,"Abusivos que son parracos tombos 

#ElParoNoLoParaNadie
#ElParoContinua29A
#DuqueRetireLaReformaYa 
#ParoNacional29A https://t.co/P2S3tAWQzF"
_Ralito,Venezuela ,En #Colombia: Avanza una nueva p La marcha se encuentra a esta hora en la carrera 27 Bucaramanga… https://t.co/3HeXnAhWci
jolin_col,"Santa Marta, Colombia","#ParoNacionalIndefinido #patocastillo #ParoNacional29A  Madrid, Cundinamarca https://t.co/LEmZHsFY5J"
analisiseideas,,#ParoNacional29A y mañana #ParoNacional30A y así seguiremos hasta que el sub no retire la reforma tributaria anti social
JuliRoiman,Ciudad Autónoma ,"Estos son los héroes de la Patria 🇨🇴. Continúa haciendo de las suyas. 

#ParoNacional29A https://t.co/FtQK8EazVI"
Epalacior,,EL GOBIERNO… EN LOS TIEMPOS DEL CORONAVIRUS VIII https://t.co/GbCVGwphUe  #ParoNacional29A
eddy_vald,"Bogotá, D.C., Colombia",Un aplauso para los guerreros que siguen afuera aguantando lluvia en nombre de los que no podemos #ParoNacional29A
miniefIor,ꐦ •᷄ࡇ•᷅)っ #BTS #NCT #WEME % !?,muestren esto POR QUE HIJUEPUTAS NO MUESTRAN LA OTRA CARA DE LA MONEDA GONORREAS @Citytv @Telemedellin… https://t.co/xVeZuh7EKM
mandi_pdc_sv,she/her,"Me duele gonorrea. AS3SINOS

DIFUNDIR ESTAS IMÁGENES 

 #ElParoContinua29A #ParoNacional29A https://t.co/1gq1ss2lYb"
Alejlopez1994,"Medellín, Colombia",Debería haber caserolazo día 2 a las 8:00 pm #ParoNacional29A
LastDxncx,she ¡! her,"ésto ocurrió en Medellín, qué nada quedé en el olvido y más sí son violaciones a nustros derechos!… https://t.co/YYnQ9Rvqxk"
algeeblink,.,"BARRANCA 

#NoALaReformaTributaria
#ParoNacional29A
#NoALaReformaTributaria
#Bucaramanga https://t.co/EnNp859Z6R"
cristhi_14,"Barranquilla, Colombia","Si la reforma no para, el paro tampoco.
#ParoNacional29A #DuqueRetireLaReformaYa"
Ange_BlueSide,,"Que miedo vivir en Colombia, que miedo marchar por nuestros derechos, que miedo encontrarse con un policía, que mie… https://t.co/2o87y8OzWC"
zalathielc,"Cali, Colombia","#Paro29A #paronacional29A convirtieron a Cali en otra La Bastilla (1789) y las autoridades, los gremios, los empres… https://t.co/aOBy8qsmm6"
JULIANAMARINGA1,"Medellín, Colombia","Que dolor lo que sucedió hoy en el #ParoNacional29A, tanto discurso para nada. Lo que sí es seguro es que… https://t.co/OvSlpOQd0S"
i28HADID,s¡her,"DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A… https://t.co/z1tRkJLddE"
STRAWBERRYPlE,"hush, I know they said the end is near. you'll find me on my tallest tiptoes. spinning in my highest heels, love. shining just for you . . . ❕","TOMBOS MALPARIDOS, SON UNOS ASQUEROSOS!!
#ParoNacional29A #29Abril #ElParoNoLoParaNadie #EnColombiaNoHayPresidente 
 https://t.co/6K3xwrQkx3"
elnadaista,,"#ParoNacional29A #ElParoContinua29A Se hacen elegir por narcotraficantes financiadores, se roban 50 billones al año… https://t.co/nPoAXKcYHu"
Nicolas88713449,,"El pueblo desangrandose en las calles y el gobierno haciendose el ciego, mientras manda a la policía acabar con el… https://t.co/rC4Iee5Bjn"
AndresinL14,"Cali, Colombia",@AlvaroUribeVel #URGENTE🚨| Policía golpea a defensor de Derechos Humanos y dispara contra manifestantes. Están vuln… https://t.co/ijWVYeybzR
sivanxregui,Colombia,"ESTOS SON SUS HIJUEPUTAS HEROES DE LA PATRIA????? CADA DÍA ACTUANDO COMO LOS ASESINOS QUE SON, LO QUE MENOS LES INT… https://t.co/qdUfRZFNA4"
bangtanisIove,₍ ✨ ₎ 𝒕𝒐 방탄소년단 : 𝗂𝗇 𝗍𝗁𝗂𝗌 𝗺𝗶𝗸𝗿𝗼𝗸𝗼𝘀𝗺𝗼𝘀 𝗂'𝗅𝗅 𝗆𝖺𝗄𝖾 𝗒𝗈𝗎 𝗆𝗒 𝗵𝗼𝗺𝗲,QUÉ CLASE DE “LA POLICÍA NOS PROTEGE” ES ESTA?!? QUÉ CLASE DE PERSONAS SON LAS QUE SE HACEN LLAMAR CUIDADORES DE LO… https://t.co/zKrW3LMtXL
SandraComunes,"Bogotá, D.C., Colombia",El pueblo sale a protestar contra las políticas represivas y regresivas de este Gobierno oportunista y la respuesta… https://t.co/K1mHFrMTqD
Light2379471120,,"LOS QUE ESTEN ORGANIZANDO LAS MARCHAS CREEN LINEAS UNA PARA LOS Q TENGAN MASCARA ESCUDOS, OTRA LINEA PARA LOS QUE N… https://t.co/U3akPS7Qz8"
JoseSua65786540,,Casualmente en muchas ciudades del pais habra toque de queda el 1 de Mayo dia de manifestaciones obreras por el dia… https://t.co/wsR7cgDrJ5
algeeblink,.,"""Se normaliza la situación de orden público en la Puerta del Sol Bucaramanga tras el segundo día de marchas que ter… https://t.co/Ifxw5Ezeva"
lineauty,n ☀️,"VIVA EL PAROOOOOOOOOO
#ParoNacional29A"
lapajareracc,"Calle 11 #10-8, Bogotá","Los árboles son los mejores aliados, pues captan y recargan las fuentes de agua, liberan el oxígeno y capturan el d… https://t.co/uvOQr3T2dj"
TesfayeRonaldo,CRISGINA ♡,"@PoliciaCali no respeta ni a defensores de los derechos humanos, que pueden esperar los simples manifestantes? Plom… https://t.co/2C0HUvTKtd"
davidnzareno,Colombia,#ParoNacional29A Firmes con el cacerolazo! #Cacerolazo29A https://t.co/zKTMcpUuLx
Leydani22,Tu corazón ,"Puerto rellena esta hecho mierda 
 #ParoNacional29A"
arstyongf,•♡nct dream♡•,"VIVA EL PARO NACIONAAAAAAAAL, NO NOS DEJEMOS ENGAÑAR DE ESTOS HPTAS QUE NOS QUIEREN ACABAR. EL VALLE DEL CAUCA NO S… https://t.co/xkV0XtNp7G"
MyEupHoRiA06,,"DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A… https://t.co/hHAH9MAVat"
lonelyheartmc,colombia,"HIJUEPUTAS MIL VECES HUJUEPUTAS ESOS MALPARIDOS!!!!!

#ElParoNoLoParaNadie
#ElParoContinua29A… https://t.co/lJXBXcJ0iz"
jhon_44,,#ParoNacional29A en cali ya escampó. Qué si ya podemos volver a las calles?
mabxlr,,"POLICÍA ASESINA

#ElParoNoLoParaNadie
#ElParoContinua29A
#DuqueRetireLaReformaYa 
#ParoNacional29A https://t.co/hxAohp4dYB"
aprettyguy,he/him,define país unido. #Paro29A #ColombiaPuedesTodo #DuqueRetireLaReformaYa #ParoNacional29A https://t.co/kGcdNCTaWo
StivenReds,Colombia,Exigimos la renuncia de la Sra @lesmesdmc de @secsaludvalle por este acto de traición al Valle del Cauca! No más ch… https://t.co/y614fyIak4
martinrquirozm,"Bogotá, D.C., Colombia","Nos matamos entre nosotros, mientras los mafiosos que gobiernan se burlan y denigran más y más al país. Algo está m… https://t.co/LLszs5RdMd"
ssa_swett,Colombia;,"Ocurrió esta tarde en la ciudad de Medellín, grave violación a los derechos humanos ‼️

#ElParoNoLoParaNadie… https://t.co/xpUhcAMIMv"
alterahuevos,Colombia.,AYUDEN A DIFUNDIR ESTO POR FAVOR!!! ESTE PELADO ES DE BOGOTÁ. #ULTIMAHORA #EsElMomentoDeParar29A #ElParoContinua29A… https://t.co/kWKkkjmScp
LXRCOL,,"DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A… https://t.co/DPbc9cE38V"
Hadesitocol,Que le importa hpta ,"Definitivamente estos hptas sólo sirven para matar al pueblo que lucha por sis derechos, porque a la hora de un rob… https://t.co/LZvwzTD5hy"
LVMMOT7,,"Ocurrió esta tarde en la ciudad de Medellín, grave violación a los derechos humanos ‼️

#ElParoNoLoParaNadie… https://t.co/KCUbpVMfbQ"
