User,Location,Text
DanubioSunflow1,,"@kathewsh DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER

#ElParoNoLoParaNadie
#ParoNacional29A"
CaroGC,"Sunnydale, CA, USA ","A esta hora se registran protestas en las afueras del hospital @SanJosePopayan. 
En este hospital es atendido Danie… https://t.co/1KxHcb62DP"
Kittylevanter,CUALQUIER PRONOMBRE!,"@SNGM0NG DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFOR… https://t.co/5xpz6R54Qp"
Teusaradio,Bogotá,"Al Aire, sigue la trasmisión🔴EN VIVO  desde el Portal de la 80 🔥👉🏽👉🏽👉🏽https://t.co/X46xrcBlZF… https://t.co/nGxcbZgUHI"
_Ralito,Venezuela ,"En #Colombia: El ESMAD acaba de de herir a Sergio Lancheros de la @UP_Colombia en Soacha

Se debe decir con fuerza:… https://t.co/KW0GsvSau4"
SunflowerTae13,Colombia,"Esta imágen lo es TODO! 
#SigueElParo 
#ParoNacional29A https://t.co/wSeIHXP0J4"
AElfm,,"Me reportan que en la ciudad de Pasto no se quieren ir a dormir.

Nariño, Colombia

#ParoNacional29A #Paro29A… https://t.co/vaFFNDkkgp"
WayraFlorez,"Cali, Colombia","El país se está desangrando desde hace mucho, pero carecen tanto de empatía que les importa más una pared que nuest… https://t.co/mF3yvS1Le0"
WayraFlorez,"Cali, Colombia","La reforma sólo fue la gota que colmó el vaso
#ColombiaPuedesTodo #ParoNacional29A #DuqueRetireLaReformaYa #paro29A #ElParoNoLoParaNadie"
Kittylevanter,CUALQUIER PRONOMBRE!,"MIREN LO QUE ESTÁ PASANDO EN POPAYÁN
#29A
#ElParoNoLoParaNadie
#ElParoContinua29A
#DuqueRetireLaReformaYa… https://t.co/heEwX5szzO"
GipsyLozano,"Quindio, Colombia","Estoy viendo los vídeos de #Cali... anonadado. Siento que se está gestando algo muy bello, pero a la vez muy sangui… https://t.co/ircMrYPEef"
SujimTinny,Taekook~Minimini.ღ,"SI SON DE BOSA LA COSA ESTÁ BIEN FEA POR HAYA!!! TENGAN CUIDADO.

#AR29A #ParoNacional29A"
lojalidad,"Bogotá, D.C., Colombia","#Lojalidad // A esta hora desde la localidad de #Usme (Barrios Mrichuela, Santa Librada, La Aurora, Yomasa...)… https://t.co/iST2TD0Wzr"
JOLNLM,,@miguelantonio95 #ParoNacional29A #Paro29A dejaron a cali sola en el paro
papasaladaa,SHE.   5SOS  ,Gracias a todas las personas que fueron a marchar ayer y hoy también a los que van a ir mañana y tratar de buscar u… https://t.co/yKjOWHah24
soyfelipemunos,Cali - Colombia,Porqué la #policia ataca a los estudiantes q están en paz en el parque de la banderas en #Calico… https://t.co/4Ndfvb9Hdg
l0ve_goodbye,always you,"En este país lo único que el gobierno hace bien, es atentar contra nuestra vida, contra el pueblo.… https://t.co/p3JDltBGdL"
thbluehour,Mars ,"#Paro29A #ParoNacional29A #DuqueRetireLaReformaYa #ElParoNoLoParaNadie 
 AYUDENME A BAJARLE LAS CUENTAS A ESOS HPTA… https://t.co/lvwWvRIyQ6"
Nefelibata_94,Rat City,"TW // police brutallity / abuso policial
#ParoNacional29A https://t.co/GaBg3ami42"
miniefIor,ꐦ •᷄ࡇ•᷅)っ #BTS #NCT #WEME % !?,"estoy viendo que mierda hablan en @NoticiasCaracol y me dan ganas de vomitar, amarillistas de mierda #ParoNacional29A"
AAlejabarrera,,"Tengo tanta impotencia que solo tengo una pregunta por hacer, ¿Que pasaría si el pueblo también tuviera armas? Solo… https://t.co/wXKVtSe12d"
MLibresCali,,"¡La indignación no cesa, Colombia se mantiene en resistencia! Unámonos desde donde estemos al #CacerolazoNacional p… https://t.co/mJSjc4m8Bx"
Lechona_is_love,,"NO A LA REFORMA TRIBUTARIA, SI A LAS ROLITAS DE BTS‼️🔥💜
#Colombia 
#ColombiaResiste 
#ParoNacional29A… https://t.co/HVdBYFIbNz"
ADNeandertal,"Bogotá, D.C., Colombia","@Margaritarosadf con respeto quiero corregir tu crítica de hace unos meses sobre que el fiscal Barbosa, era un bobo… https://t.co/7nqvsn3Gex"
LittleNory_,•No regrets •  she/her,"#ElParoContinua29A #ElParoSigue #Paro29A #ParoNacional29A

POR LO VISTO EN CHILE TAMBIEN HAY MARCHAS Y PROTESTAS, L… https://t.co/UHgbyO5ZWr"
AElfm,,"Que le prestaron un elicotero dice

#ParoNacional29A #Paro29A #ElParoNoLoParaNadie https://t.co/QeNRPs5mdR"
sivanxregui,Colombia,"Tienen algún listado de cuentas de personas que todavía no han aparecido??

#ElParoNoLoParaNadie
#ElParoContinua29A… https://t.co/Cx6hnejhoQ"
Leydani22,Tu corazón ,"""Si no vuelvo, fue el estado"" QUE HIJUEPUT5 DOLOR💔💔💔
 
 #ParoNacionalIndefinido #ParoNacional29A"
algeeblink,.,"@svesga_ los ht mor 

#NoALaReformaTributaria #DuqueRetireLaReformaYa #ParoNacional29A"
LMontoya07,"Valle del Cauca, Colombia",Tirando gases dentro de las casas!! No sean tan miserablesssss🤬🤬🤬 #ParoNacional29A #ParoNacional #Paro28A… https://t.co/75X45hVYtt
YaribuF,"Bogotá, D.C., Colombia","Lo dicho esta echo... La gente no se va a quedar quieta, si no quieren escucharnos haremos lo que sea necesario...… https://t.co/xZwA8q0pcY"
MaraJungkookie,Magic Shop,❗❗❗ADJUNTO PRUEBAS DE COMO LO ESTABAN GOLPEANDO❗❗❗DIFUNDAN POR FAVOR ESTOS MALPARIDOS ABUSANDO DE SU PODER DISQUE C… https://t.co/FpceW1letT
walpurgisunacht,ε(*´･ω･)з él/él,"wtffff- osea q pta necesidad,,,,

#ElParoNoLoParaNadie 
#elparocontinua29A
#DuqueRetireLaReformaYa 
#ParoNacional29A https://t.co/10BGRzre0a"
juangarciacol,,"No contentos con apoyar la reforma tributaria, también les gusta provocar a la gente. ¡CUANDO LA TIRANÍA ES LEY, LA… https://t.co/Fsf4WsTd7y"
UnsaidIsaR,Upgrade 🐊,"Terminé sin gafas y nos pegamos una mojada pero no importa 
#ParoNacional29A 
#NoALaReformaTributaria https://t.co/qBNoqcHE4L"
lf_haeusler,"Cali, Colombia","El colombiano 🇨🇴 es verraco..
madruga a trabajar en bus, moto, bicicleta o a pie.. Deja a sus hijos para ir a traer… https://t.co/30ZFJepYaW"
MikeSpecter,,Vamos que vamos mi Buga..! #Paro29A #ParoNacional29A https://t.co/1XxvUPmE1i
WilmercitoC,Santiago de Cali,Se armó la guerra gente #ParoNacional29A
29aAlpinito,,"DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A… https://t.co/RVvVCXSzGx"
ricitosdeoro14,Colombia,"HASTA QUE @IvanDuque NO RETIRA LA REFORMA EL PARO NO PARA 

#ParoNacionalIndefinido #ParoNacional29A #NoALaReforma… https://t.co/rohrNy4YY5"
AnonNews_Col,United Kingdom ,"#ParoNacional29A 🇨🇴: El ESMAD, hirio de gravedad a este joven que se encontraba protestando en Cali.… https://t.co/9JEF3XuOWC"
jesssicamora17,Cali-Colombia ,Que el paro no finalice hasta tumbar esa reforma!!!! #ParoNacionalIndefinido #ParoNacional29A #ElParoNoLoParaNadie https://t.co/9NorXV1q8N
LuisDiaz_Kira,Villavicencio Colombia,@henyerhuriza Con lluvia y todo allá estuvimos ✊🏻 #ParoNacional29A https://t.co/OUZmUVQ4pz
samgitan,,"Cuando el pueblo se uno hace cosas increíbles, cuando varias voces se unen, se escuchan como una. Popayán un claro… https://t.co/Gnp74n0M8C"
Juan_Campos2,,"Todo el mundo hablando de lo duro que se paró Cali y se olvidan que su himno dice ""precursora de la independencia f… https://t.co/h9YRFY0r57"
mytimexbts,Ella/She/Her ୭̥,"Gente cómo les ha ido en la protesta? si necesitan de infor para difundir ponla en este tweet

 #ParoNacional29A"
AlejaTrash,COLOMBIA CON P DE PARO,"Gente, si Cali dio la ducha hoy mañana las demás ciudades también pueden, esto es de todos, desde Cali enviamos fue… https://t.co/h8JqgZfIjF"
LaulvsH,she/her,"@kathewsh DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER

#ElParoNoLoParaNadie
#ParoNacional29A"
Kittylevanter,CUALQUIER PRONOMBRE!,"@trepoesie_ DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU RE… https://t.co/iwPhetcPnW"
bravejusth,She/her    Harry⚘ 5sos⡱ Bts♡̷̷,"DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A… https://t.co/ZtMDTHE0F6"
andresonzaga,,"La población con #discapacidad necesita ser escuchada!

📷 Nov/19 -Jenifer García
📷 Abril/21 - Sebastián Correa… https://t.co/iiRowehixR"
jefbanguera,Bello,Definitivamente no cambio esta Colombia hecha un solo tropel que esa Colombia dormida con la que hacen lo que les d… https://t.co/c8Nj2ovHs3
fernandaluqueno,México,@IvanDuque escucha a tu pueblo #NoALaReformaTributaria #Colombia #ParoNacional29A #IvanDuque https://t.co/Bks4Los0Tm
VillaBerri,Medellin,"@LuzMaSierra Mientras no haya buena educación, así debe ser!!!
#ParoNacional29A #ParoNacionalIndefinido #AR29A"
FernandaRMCF,22-12-20∞,"@kathewsh DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER

#ElParoNoLoParaNadie
#ParoNacional29A"
jolin_col,"Santa Marta, Colombia",#ParoNacionalIndefinido #patocastillo #ParoNacional29A Esta tarde en el Peaje Norte del Valle de Aburra https://t.co/e6wU4Ri0RD
LeoLoDice,Colombia,"Imágenes que dan ganas de llorar....... ¿POE QUÉ SON VALIENTES ANTE EL INDEFENSO?
#ParoNacional29A… https://t.co/RYoK57HU6J"
nicoalbarra,bogota,"#ParoNacional29A gobierno de porquería jugando con la salud , que bajesa mequetrefe @IvanDuque"
darkbeat33,,#ParoNacional29A quien le da la orden a la Policía de disparar a sangre y fuego contra ciudadanos? Quien investiga… https://t.co/hXnLyu5FaK
_Ralito,Venezuela ,"En #Colombia: Y así RCN, Caracol, CityTV, Semana, el tiempo etc 🚫📺

#DuqueRetireLaReformaYa #ParoNacional29A… https://t.co/wyj0OEHUHK"
juventudpazcol,Colombia,"‼️Continúan las protestas al sur de Cali, de forma pacífica hasta el momento.

#ElParoNoLoParaNadie… https://t.co/ybSpUIiHQU"
Jeonkookisa,"𝒀𝒐𝒖 𝒂𝒓𝒆 𝒎𝒚 𝑬𝒂𝒓𝒕𝒉
𝑻𝒐 𝒚𝒐𝒖 𝑰 𝒂𝒎 𝒋𝒖𝒔𝒕 𝒂 𝒎𝒐𝒐𝒏
𝒀𝒐𝒖𝒓 𝒍𝒊𝒕𝒕𝒍𝒆 𝒔𝒕𝒂𝒓 𝒕𝒉𝒂𝒕 𝒃𝒓𝒊𝒈𝒉𝒕𝒆𝒏𝒔 𝒚𝒐𝒖𝒓 𝒉𝒆𝒂𝒓𝒕",No entiendo como hay personas que piden respeto por estos animales?!QUE CLASE DE RESPETO EXIJEN?! Si son unos monst… https://t.co/rAikZau53I
iAlejandroCh,"Chía, Colombia",Firmo para que el @SenadoGovCo y @CamaraColombia hundan la reforma tributaria #NoALaReformaTributaria… https://t.co/LZTIhJoc29
L0KIWEB,𝗶 𝗯𝗲𝗹𝗶𝗲𝘃𝗲 𝗶𝗻 💭🩹. . . チキュジョオツカシタサイコノオトコ 𝗡𝗔𝗡𝗔𝗠𝗜 ♥︎## ワタシワカレダケニナリタイ SUPREMACY!!! — she/they,⚠ URGENTE POR FAVOR EN BUCARAMANGA ACABARON DE CAPTURAR A FERNANDO BALLESTEROS Y LO VAN A LLEVAR AL CAI DE REAL DE… https://t.co/GLsbvtGY9A
MeEncantaElVino,,Hay aglomeraciones que son convenientes para el distrito @TransMilenio y otras que no #ParoNacional29A https://t.co/2ruWPJjNTI
A21Isi,Panama,"ES JUSTO Y NECESARIO‼️‼️
#NoALaReformaTributaria 
#ParoNacional29A https://t.co/ohKjYKdAZd"
JoseVelandia99,"Bucaramanga, Colombia","#ElParoNoLoParaNadie
#DuqueRetireLaReformaYa
#ParoNacional29A
#29AbrilParoNacional
#Bucaramanga
#Santander
El paro… https://t.co/tuGBQOzHQ8"
DanielaBaena15,,Me da tanta felicidad ver tanta gente aquí reunida y saber que aunque somos un pueblo nos hacemos sentir #SantaRosaResiste #ParoNacional29A
Arquemedes,Cali - Colmbia,"Si uds preguntan por que la gente no quiere y además le teme a la policía en este país, pues... 
#ParoNacional29A… https://t.co/NJs0OliaE1"
BetinaAriasA,,"Señores @SaludCali la responsabilidad de ustedes es exigir que las vacunas lleguen como sea, recuerden que… https://t.co/eyBjobAzZ3"
AlbeiroCardonaR,,"#ParoNacional29A los noticieros hablan del ingreso de vándalos a los bancos de Sarmiento, pero no dicen nada del at… https://t.co/i5lW14kbkp"
rox_mosquera,,TOMBO SIN IDENTIFICAR ES PARAMILITAR #Paro29A #ParoNacional29A #ParoNacionalIndefinido
FerPurpleU,BTS world ¦ °231117° ¦,"DE DUQUE, AQUÍ LA GENTE NO SE VA A QUEDAR QUIETA, Y SI PRETENDEN QUE LAS COSAS SEAN ASÍ, NO ESPEREN UNA CARICIA EN… https://t.co/BgX7oAL7WO"
Carlos33453,,"#ParoNacional29A
#ParoNacional28 
#ParoNacional30A 
#Colombia #Mexico #Latinoamerica #Ecuador #Argentina #Chile… https://t.co/IgLfAgtonB"
mandi_pdc_sv,she/her,⚠ ¡URGENTE POR FAVOR EN BUCARAMANGA ACABARON DE CAPTURAR A FERNANDO BALLESTEROS Y LO VAN A LLEVAR AL CAI DE REAL DE… https://t.co/sIEknQUmIq
Wildest1Dreams_,Colombia,Me puse a ver noticias de RCN y que asco como muestran las noticias a su antojo y beneficio. El pueblo es terrorist… https://t.co/P0sxK3Esbz
Kittylevanter,CUALQUIER PRONOMBRE!,"DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A… https://t.co/XKVIVyAYvb"
laurabp11_,,"Y ESTO SI NO LO MUESTRAN EN LOS NOTICIEROS, AH, PERO ALGUIEN RAYA UNA PARED Y SE ACABA EL MUNDO. 

#ParoNacional29A… https://t.co/PTj4SN1sfh"
taezasel,,"El abuso policial que se ha visto en este paro es impresionante
#ParoNacional29A"
LuisMiEstaVivo,sexto círculo del infierno ,"Personas como Lina Tejeiro y Alejandro Riaño es lo que se necesita, que no piensan sólo en ellos mismo desde su com… https://t.co/T3t6cOSrtr"
winterjmkth,,"Una muestra más que esos malparidos policías solo sirven para querer dar miedo abusando de su poder, les parece jus… https://t.co/bkSsGtJp2s"
DianaLorenaMurc,Colombia,"Vamos Todos a entonar el himno que se den cuenta que el pueblo es mayor a sus gobernantes 
#DuqueRetireLaReformaYa… https://t.co/BZkMtUZp1Z"
algeeblink,.,⚠ URGENTE POR FAVOR EN BUCARAMANGA ACABARON DE CAPTURAR A FERNANDO BALLESTEROS Y LO VAN A LLEVAR AL CAI DE REAL DE… https://t.co/ls9FxcEQHk
EstebanYLeidy1,"Bogotá, D.C., Colombia","Fuerza Cali..... !!! 💪💪💪✌️#ParoNacional29A
#Paro29A #ParoNacionalIndefinido #ElParoSigue #DuqueRetireLaReformaYa… https://t.co/Lt1yjJwfET"
jolin_col,"Santa Marta, Colombia",#ParoNacionalIndefinido #patocastillo #ParoNacional29A  Pasto https://t.co/Iknc6VTyoz
Arquemedes,Cali - Colmbia,"Si esto es verdad, entonces que hace un equipo de elite con armas de fuego atendiendo protestas de gente desarmada?… https://t.co/fWvR2KfVfa"
robertourrego,Antioquia-Colombia,Nunca se han leído un libro y dicen que los universitarios son unos vándalos que quieren todo regalado. #ParoNacional29A
28A_PN,Colombia,"Que esta pasando en las Américas o en Bosa??
#ParoNacional29A"
y_cenizas,En algún lugar de un gran país,"Probablemente me va a tocar caminar de Niquía a Copacabana, pero sin mente como el presidente. 
¡Qué arda lo que te… https://t.co/DhH9zdke8J"
Claudia41507611,"Yumbo, Colombia","#ParoNacional29A #Colombia #CacerolazoContraLaReforma #DuqueRenuncie #IvanDuque
Desde nuestros hogares #Yumbo recha… https://t.co/zbZiaKaM5g"
vaneperdomo85,Cali - Colombia,"#Cali esta parada!!! Hp que orgullo mi ciudad, ver como de verdad han mantenido los plantones, picos pa todos… https://t.co/unzdqfPDFd"
L0VEMAZZE,Colombia ,"que bien que yo si sigo estudiando para no terminar como los miserables tombos🥱

#ElParoContinua29A
#ParoNacional29A"
YljKaren,En Mi Casa ,"La policía y el Esmad están abusaron de su poder, el Esmad tiro gases lacrimógenos en zonas residenciales donde viv… https://t.co/XSzGI0UPXI"
Leydani22,Tu corazón ,ESOS QUE HOY DEFIENDEN EL ESMAD SON LOS MISMOS QUE VOLTEARON LA CARA CUANDO PASARON LAS MASACRES EN COLOMBIA… https://t.co/wkOPyqXuZZ
Juanvadon,"Cali, Colombia","EL PUEBLO NO QUIERE MÁS VIOLENCIA ❌🇨🇴
#ParoNacional29A #NoMasAbusoPolicial #EsmadAsesino https://t.co/W887ylXmP6"
samgitan,,"La cruda y dolorosa realidad colombiana:

#ParoNacional29A
 https://t.co/3w3xgpGOeG"
parklovxrs,,⚠ URGENTE POR FAVOR EN BUCARAMANGA ACABARON DE CAPTURAR A FERNANDO BALLESTEROS Y LO VAN A LLEVAR AL CAI DE REAL DE… https://t.co/M85tdzkLXP
ADNeandertal,"Bogotá, D.C., Colombia","@marioaguilera4 Presidente Piñera de Chile, acusado ante la Corte Penal Internacional por delitos de lesa humanidad… https://t.co/AG5xskdqKg"
Jorge3290,"Medellín, Colombia","Plomo para los vandalos, empecemos con los de Reficar e hidroituango y despues con los pinta paredes #ParoNacional29A"
Brandon_0103,Colombia,"#Paro29A #ParoNacional29A #ParoNacionalIndefinido
En @NoticiasRCN y @NoticiasCaracol no hablaron un solo minuto de… https://t.co/c0YBwrrLOr"
carilavada,,Kennedystan y Subalingrado con toda hoy 💥💥💥💥💥💥 #ParoNacional29A
jefbanguera,Bello,"Hoy me tocó un taco de más de una hora para pasar por el Peaje de Niquia, afortunadamente no se debía a un accident… https://t.co/0MXeAJx0UT"
JuanJosSeverin2,,"Colombianos que lo vean y puedan compartir con sus amigos y compañeros del paro, no le tengan miedo al ESMAD, tiren… https://t.co/18xqZuDO6X"
JueputaParce,"Bogotá, D.C., Colombia","No se rinde en portal 80, ESMAD sigue dispersando #Paro29A #ParoNacional29A https://t.co/wJThaEmAIM"
_Moritas03_,,"@NoticiasCaracol Esto es de lo que deberían estar hablado, de lo que la gente se debe enterar. El como la… https://t.co/zRdXL8rLlr"
danielmayorgab1,,"#ParoNacional29A #ParoNacionalIndefinido 
#ParoNacional30A 

Para el 30A cuales seran los puntos de concentracion?"
LouisTheBraveT,,"Ministro de defensa aumenta presencia de ESMAD y MILITARES para ""desarticular LAS BANDAS CRIMINALES"" esta noche en… https://t.co/nROsqVVCnu"
MariaMixPaula,"Antioquia, Colombia",Mañana se va a hacer alguna marcha en Medellín #ParoNacional29A
kmln777,Bogotá D.C,Al parecer hoy más que nunca Cali es Cali lo demás es loma  #ParoNacional29A 🇨🇴✊🏻
Vickhtho,,"Ver como roban y saquean en las protestas da rabia y impotencia, pero ver policías disparando, asesinando y tortura… https://t.co/ulkT3QJwMg"
andr3ss3rrato,,"Varias protestas donde los vándalos destruyen todo a su paso, es claro que son acciones pagadas. Por qué no los cap… https://t.co/08iXiL0tME"
Marian1020c,Colombia,"Los policías no merecen compasión, por que tenerla si ellos no la  tienen con nosotros?
#TombosAsesinos… https://t.co/7Nw7UTW0zS"
frithu_21,"Bogotá, DC, Colombia","Sí, ÍDOLA❤ #ParoNacional29A #ParoNacional #ParoNacionalIndefinido https://t.co/qu3Q5daYJ9"
cristhi_14,"Barranquilla, Colombia","Ok, pero háblame de los colombianos que estan en contra de las marchas y lo dicen muy cómodos desde su casa en Miam… https://t.co/PiSlRNY3v0"
LVMMOT7,,🚨URGENTE POR FAVOR EN BUCARAMANGA ACABARON DE CAPTURAR A FERNANDO BALLESTEROS Y LO VAN A LLEVAR AL CAI DE REAL DE M… https://t.co/7F1QOoo1NL
Carlos33453,,"#ParoNacional29A
#ParoNacional28 
#ParoNacional30A 
#Colombia #Mexico #Latinoamerica #Ecuador #Argentina #Chile… https://t.co/zSTRz5pSxH"
Carlos33453,,"#ParoNacional29A
#ParoNacional28 
#ParoNacional30A 
#Colombia #Mexico #Latinoamerica #Ecuador #Argentina #Chile… https://t.co/ruUR6lPnJz"
ElGarlotero,PIEDECUESTA,"#ParoNacional29A actos de vandalismo por parte de la policía, denuncian tentativa de homicidio. 
¿Esta noticia la h… https://t.co/RWgXHVN895"
28A_PN,Colombia,"#ParoNacional29A 🔴 Urgente, el ESMAD, de la @PoliciaColombia, agrede, por segunda noche consecutiva, zona residenci… https://t.co/kHYxLBiHSm"
zullyMedinaalfa,,"Esta es la verdad de las manifestaciones, ¡YO LO VIVÍ!,  me quedo con esto #CALI #Colombia #ParoNacional29A… https://t.co/g0oCePHi7t"
oyfxibb,,"ESTO ES EN MI CIUDAD POR FAVOR AYUDEN A COMPARTIR 
#ElParoSigue #ParoNacional29A #29Abril https://t.co/17Y9TA7vSi"
FabianLarrahond,"Cali, Colombia",Seguimos en la lucha mi gente #ParoNacional28A #ParoNacional29A https://t.co/W8chTYWjDl
L0VEMAZZE,Colombia ,"duque duque ra ra...
#ParoNacional29A"
Alejandrapaipa9,"Oiba, Colombia","#ElParoNoLoParaNadie siguen las manifestaciones en contra de la reforma tributaria, la muerte de líderes sociales e… https://t.co/K4B9BaZU5f"
ocean94girl,,"Resistencia en Cali 
#ElParoNoPara 
#Cali 
#ParoNacional 
#ParoNacional29A 
#PuertoResistencia 
#ParoNacional29A… https://t.co/bNokKuYFd9"
Sinclair566_ON,Colombia,"SI ALGO LE PASA A MIS AMIGOS, YEISON BURITICA, BRAYAN OSPINA Y OTROS MÁS QUE FUERON DETENIDOS ARBITRARIAMENTE EL DÍ… https://t.co/sdlcD02DxP"
DpNataly,,Bucaramor! #ParoNacional29A https://t.co/bM70w9q8Pl
UrbanoHincapie,,¿Los del #ParoNacional29A quieren bajar el precio de la canasta familiar saqueando nuestras tienditas? ¿O quieren e… https://t.co/3J4Fdg1AOj
Arquemedes,Cali - Colmbia,"Y el agente cambia el proveedor de su arma frente a la cámara... bonito... 
#ParoNacional29A… https://t.co/KSiVByzZIy"
ZombieRenegade,||-//,"Lo más triste es que el gobierno en vez de ayudar al que lo necesita, realmente lo necesita, solo los usa como excu… https://t.co/eVzV2jYZRE"
LaPazColombiani,Barranquilla - Colombia.,Estos son los que nos deben cuidar y miren. Luego dicen que los jóvenes son los que están llenos de odio.… https://t.co/kELZ6JmgBu
BILLIANA_aa,En tu mente she/her,"Cuales son los hts de mañana ? 
#NoALaReformaTributaria #ParoNacional29A"
opinionactual_,,"#Paro29A #ParoNacional29A 
en promedio bogota cuenta con cerca de 23200 policias ademas deben cubrir un area de 177… https://t.co/AKYuuPkXts"
franceeea,Colombia ,"PARCE JAJAJAAJJAAHAJJS #ParoNacional29A
#ParoNacionalIndefinido https://t.co/3KEEnGKppL"
Fernando_MVZ89,,nos judivializaran a TOD@S!!! #PARONACIONAL28A #ParoNacional29A aquí no estamos porque un político dijo. aquí hay u… https://t.co/jqU8qE2UPt
DefenderLiberta,,"#ParoNacional29A 🔴 Urgente, el ESMAD, de la @PoliciaColombia, agrede, por segunda noche consecutiva, zona residenci… https://t.co/RqxkSB2LlD"
Jorge3290,"Medellín, Colombia","Plomo para los vandalos, empecemos con los de Reficar e hidroituango y despues con los pinta paredes
#AR28A… https://t.co/yTWNcucWtY"
__93s_,"Bogotá, D.C., Colombia","GENTE DE BOGOTÁ, RECUERDEN QUE A LAS 8 EMPIEZA EL TOQUE DE QUEDA Y A LAS 12 INICIA LA CUARENTENA TOTAL HASTA EL LUN… https://t.co/2TXNILT8Dz"
littlesunstorm,Sáquenme de Polombia,"⚠️ HILO DE LOS ABUSOS POR PARTE DE LA  POLICIA NACIONAL DE COLOMBIA DURANTE EL PARO ⚠️
#ParoNacional29A… https://t.co/c8WzSkcFn3"
sangonzalezr,"Tunja y Bogotá, Colombia","#ParoNacional29A 
Los grandes medios de comunicación del establecimiento nos tratan como si fuéramos subalternos in… https://t.co/NcH8qD3QGQ"
btsclo,,"Una reforma no se tumba con un paro de un día nos toca sostenerlo INDEFINIDAMENTE hasta que CAIGA! 

El pueblo DEFI… https://t.co/CplP2nqV0G"
PolicyMakerH,Colombia,"Sale más rápido retirar la tributaria que transportar los 700 policias que vienen para Cali. 

Cali, Resiste ✊🏼🔥… https://t.co/mq6Nr8rXyP"
diegonoticiass,"Bogotá, D.C., Colombia","Mantenido

//

Maestro en arte dramático https://t.co/hqeJDDTvMP
#Paro29A
#ParoNacional29A"
Zzeeuuss2021,,"CALI ES EJEMPLO, NO LOS DEJEMOS SOLOS!!!! #ParoNacional29A"
Carlos33453,,"#ParoNacional29A
#ParoNacional28 
#ParoNacional30A 
#Colombia #Mexico #Latinoamerica #Ecuador #Argentina #Chile… https://t.co/uLMmFZwezR"
_Eliza_V_,,SIGAN CREYENDO QUE LOS DE VERDE SON LOS BUENOS. #ParoNacional29A https://t.co/vZPtbOlGiY
JuanGui_RMCF,Colombia,"#ParoNacional29A
Esa gente que idolatran en Colombia, no les importa el país
0 Pronunciamientos de James, Shakira,… https://t.co/f6SqEUxKjj"
Jhoan_Montoya,cali - colombia,#Paro29A #ParoNacional29A #Cali jajaja amor cali https://t.co/yLlxRQqcEz
BizarroMesa,Santiago de Cali,"En la historia de la humanidad ¿qué revolución no ha sido violenta? ✊🏽🐀🪓

#ParoNacional #29A #ParoNacional29A… https://t.co/NfbVIpvvqo"
vanguardiacom,Bucaramanga,"#ParoNacional29A | A esta hora en San Gil jóvenes también marchan. Arrancaron desde el Parque Principal, tomaron el… https://t.co/aXBrwfIFF0"
Rada_V2,,"Esto no es un estado de derechos, los que deberían defender el pueblo son los mismos que lo agreden, lo violan y lo… https://t.co/RL3IlQ2fOM"
SebasVargasGo,"Cali, Colombia",#ATENCIÓN📢📢 En Cali sacan a la fuerza pública. No pudieron ante el aguante de la gente que perdió el miedo.… https://t.co/PRBgqhINmb
xebastianguzman,"Bogotá, D.C., Colombia","#28Abril #29Abril #ParoNacional29A
Saquen a este gobierno, que nos traigan uno nuevo 😡😡😡 https://t.co/tjSLKPwtKu"
andrespicodella,En la ciudad de la furia,"El ejército muestra civismo y apoyo a su pueblo...! impresionante, no me había dado cuenta y llevo casi 30 minutos… https://t.co/LidvjRTqLI"
Liatomsx,"Cali, Colombia","El pueblo de Cali ha demostrado su empatía por los demás, salir a luchar bajo sol y lluvia por los que están en cas… https://t.co/R8kllgPcyc"
Certero331,,"#paro29a, #paronacional29a: pura violencia 

""NOS TIENE QUE DOLER Y ASUSTAR lo que pasa con la policía y con la aut… https://t.co/a0pRTaT3BW"
DanubioSunflow1,,"DUQUE Y SU REFORMA VAN A CAER
DUQUE Y SU REFORMA VAN A CAER

#ElParoNoLoParaNadie
#ParoNacional29A"
jhoanguzmanh,,"Estamos cansados y no podemos ser complices en silencio de este gobierno! 
#ParoNacional29A 
#getpolitical https://t.co/GZFiPsdQIS"
EderCastroJr,"Bogotá D.C., - Colombia","No quiero imaginar el argumento del joven adjunto, lo que sé, es que necesita una lección de vida, que finalmente t… https://t.co/LZJ0B7hamQ"
